id,m_escape_flicking_map_id,x,y,type
359,1,19,51,5
360,1,19,52,5
361,1,19,55,5
362,1,19,58,5
363,1,20,1,5
364,1,20,7,5
365,1,20,10,5
366,1,20,22,5
367,1,20,25,5
368,1,20,31,5
369,1,20,34,5
370,1,20,46,5
371,1,20,52,5
372,1,20,55,5
373,1,20,58,5
374,1,21,1,5
375,1,21,7,5
376,1,21,10,5
377,1,21,22,5
378,1,21,25,5
379,1,21,31,5
380,1,21,34,5
381,1,21,46,5
382,1,21,52,5
383,1,21,55,5
384,1,21,58,5
385,1,22,1,5
386,1,22,2,5
387,1,22,3,5
388,1,22,4,5
389,1,22,7,5
390,1,22,10,5
391,1,22,13,5
392,1,22,14,5
393,1,22,15,5
394,1,22,16,5
395,1,22,17,5
396,1,22,18,5
397,1,22,19,5
398,1,22,20,5
399,1,22,21,5
400,1,22,22,5
401,1,22,25,5
402,1,22,26,5
403,1,22,27,5
404,1,22,28,5
405,1,22,31,5
406,1,22,34,5
407,1,22,37,5
408,1,22,38,5
409,1,22,39,5
410,1,22,40,5
411,1,22,41,5
412,1,22,42,5
413,1,22,43,5
414,1,22,46,5
415,1,22,47,5
416,1,22,48,5
417,1,22,49,5
418,1,22,52,5
419,1,22,55,5
420,1,22,58,5
421,1,23,1,5
422,1,23,16,5
423,1,23,25,5
424,1,23,34,5
425,1,23,40,5
426,1,23,58,5
427,1,24,1,5
428,1,24,16,5
429,1,24,25,5
430,1,24,34,5
431,1,24,40,5
432,1,24,58,5
433,1,25,1,5
434,1,25,4,5
435,1,25,5,5
436,1,25,6,5
437,1,25,7,5
438,1,25,10,5
439,1,25,11,5
440,1,25,12,5
441,1,25,13,5
442,1,25,16,5
443,1,25,19,5
444,1,25,20,5
445,1,25,21,5
446,1,25,22,5
447,1,25,25,5
448,1,25,28,3
449,1,25,29,3
450,1,25,30,3
451,1,25,31,3
452,1,25,34,5
453,1,25,35,5
454,1,25,36,5
455,1,25,37,5
456,1,25,40,5
457,1,25,43,5
458,1,25,44,5
459,1,25,45,5
460,1,25,46,5
461,1,25,47,5
462,1,25,48,5
463,1,25,49,5
464,1,25,50,5
465,1,25,51,5
466,1,25,52,5
467,1,25,55,5
468,1,25,56,5
469,1,25,57,5
470,1,25,58,5
471,1,26,1,5
472,1,26,7,5
473,1,26,10,5
474,1,26,13,5
475,1,26,28,3
476,1,26,29,8
477,1,26,30,8
478,1,26,31,3
479,1,26,52,5
480,1,26,58,5
481,1,27,1,5
482,1,27,7,5
483,1,27,10,5
484,1,27,13,5
485,1,27,28,3
486,1,27,29,8
487,1,27,30,8
488,1,27,31,3
489,1,27,52,5
490,1,27,58,5
491,1,28,1,5
492,1,28,2,5
493,1,28,3,5
494,1,28,4,5
495,1,28,7,5
496,1,28,10,5
497,1,28,11,5
498,1,28,12,5
499,1,28,13,5
500,1,28,16,5
501,1,28,17,5
502,1,28,18,5
503,1,28,19,5
504,1,28,22,5
505,1,28,25,3
506,1,28,26,3
507,1,28,27,3
508,1,28,28,3
509,1,28,29,8
510,1,28,30,8
511,1,28,31,3
512,1,28,32,3
513,1,28,33,3
514,1,28,34,3
515,1,28,37,5
516,1,28,38,5
517,1,28,39,5
518,1,28,40,5
519,1,28,41,5
520,1,28,42,5
521,1,28,43,5
522,1,28,46,5
523,1,28,47,5
524,1,28,48,5
525,1,28,49,5
526,1,28,52,5
527,1,28,55,5
528,1,28,58,5
529,1,29,1,5
530,1,29,16,5
531,1,29,22,5
532,1,29,25,3
533,1,29,26,8
534,1,29,27,8
535,1,29,28,8
536,1,29,29,8
537,1,29,30,8
538,1,29,31,8
539,1,29,32,8
540,1,29,33,8
541,1,29,34,3
542,1,29,46,5
543,1,29,55,5
544,1,29,58,5
545,1,30,1,5
546,1,30,16,5
547,1,30,22,5
548,1,30,25,3
549,1,30,26,8
550,1,30,27,8
551,1,30,28,8
552,1,30,29,8
553,1,30,30,8
554,1,30,31,8
555,1,30,32,8
556,1,30,33,8
557,1,30,34,3
558,1,30,46,5
559,1,30,55,5
560,1,30,58,5
561,1,31,1,5
562,1,31,4,5
563,1,31,5,5
564,1,31,6,5
565,1,31,7,5
566,1,31,8,5
567,1,31,9,5
568,1,31,10,5
569,1,31,11,5
570,1,31,12,5
571,1,31,13,5
572,1,31,16,5
573,1,31,19,5
574,1,31,20,5
575,1,31,21,5
576,1,31,22,5
577,1,31,25,3
578,1,31,26,3
579,1,31,27,3
580,1,31,28,3
581,1,31,29,3
582,1,31,30,3
583,1,31,31,3
584,1,31,32,3
585,1,31,33,3
586,1,31,34,3
587,1,31,37,5
588,1,31,40,5
589,1,31,41,5
590,1,31,42,5
591,1,31,43,5
592,1,31,46,5
593,1,31,49,5
594,1,31,50,5
595,1,31,51,5
596,1,31,52,5
597,1,31,53,5
598,1,31,54,5
599,1,31,55,5
600,1,31,58,5
601,1,32,1,5
602,1,32,16,5
603,1,32,37,5
604,1,32,40,5
605,1,32,43,5
606,1,32,58,5
607,1,33,1,5
608,1,33,16,5
609,1,33,37,5
610,1,33,40,5
611,1,33,43,5
612,1,33,58,5
613,1,34,1,5
614,1,34,4,5
615,1,34,7,5
616,1,34,8,5
617,1,34,9,5
618,1,34,10,5
619,1,34,11,5
620,1,34,12,5
621,1,34,13,5
622,1,34,16,5
623,1,34,17,5
624,1,34,18,5
625,1,34,19,5
626,1,34,22,5
627,1,34,25,5
628,1,34,26,5
629,1,34,27,5
630,1,34,28,5
631,1,34,31,5
632,1,34,34,5
633,1,34,35,5
634,1,34,36,5
635,1,34,37,5
636,1,34,40,5
637,1,34,41,5
638,1,34,42,5
639,1,34,43,5
640,1,34,46,5
641,1,34,49,5
642,1,34,50,5
643,1,34,51,5
644,1,34,52,5
645,1,34,53,5
646,1,34,54,5
647,1,34,55,5
648,1,34,58,5
649,1,35,1,5
650,1,35,22,5
651,1,35,31,5
652,1,35,46,5
653,1,35,58,5
654,1,36,1,5
655,1,36,22,5
656,1,36,31,5
657,1,36,46,5
658,1,36,58,5
659,1,37,1,5
660,1,37,2,5
661,1,37,3,5
662,1,37,4,5
663,1,37,5,5
664,1,37,6,5
665,1,37,7,5
666,1,37,8,9
667,1,37,9,9
668,1,37,10,5
669,1,37,11,5
670,1,37,12,5
671,1,37,13,5
672,1,37,14,5
673,1,37,15,5
674,1,37,16,5
675,1,37,17,5
676,1,37,18,5
677,1,37,19,5
678,1,37,20,5
679,1,37,21,5
680,1,37,22,5
681,1,37,23,5
682,1,37,24,5
683,1,37,25,5
684,1,37,26,5
685,1,37,27,5
686,1,37,28,5
687,1,37,29,5
688,1,37,30,5
689,1,37,31,5
690,1,37,32,5
691,1,37,33,5
692,1,37,34,5
693,1,37,35,5
694,1,37,36,5
695,1,37,37,5
696,1,37,38,5
697,1,37,39,5
698,1,37,40,5
699,1,37,41,5
700,1,37,42,5
701,1,37,43,5
702,1,37,44,5
703,1,37,45,5
704,1,37,46,5
705,1,37,47,5
706,1,37,48,5
707,1,37,49,5
708,1,37,50,9
709,1,37,51,9
710,1,37,52,5
711,1,37,53,5
712,1,37,54,5
713,1,37,55,5
714,1,37,56,5
715,1,37,57,5
716,1,37,58,5
717,2,1,1,5
718,2,1,2,5
719,2,1,3,5
720,2,1,4,5
721,2,1,5,5
722,2,1,6,5
723,2,1,7,5
724,2,1,8,9
725,2,1,9,9
726,2,1,10,5
727,2,1,11,5
728,2,1,12,5
729,2,1,13,5
730,2,1,14,5
731,2,1,15,5
732,2,1,16,5
733,2,1,17,5
734,2,1,18,5
735,2,1,19,5
736,2,1,20,5
737,2,1,21,5
738,2,1,22,5
739,2,1,23,5
740,2,1,24,5
741,2,1,25,5
742,2,1,26,5
743,2,1,27,5
744,2,1,28,5
745,2,1,29,5
746,2,1,30,5
747,2,1,31,5
748,2,1,32,5
749,2,1,33,5
750,2,1,34,5
751,2,1,35,5
752,2,1,36,5
753,2,1,37,5
754,2,1,38,5
755,2,1,39,5
756,2,1,40,5
757,2,1,41,5
758,2,1,42,5
759,2,1,43,5
760,2,1,44,5
761,2,1,45,5
762,2,1,46,5
763,2,1,47,5
764,2,1,48,5
765,2,1,49,5
766,2,1,50,9
767,2,1,51,9
768,2,1,52,5
769,2,1,53,5
770,2,1,54,5
771,2,1,55,5
772,2,1,56,5
773,2,1,57,5
774,2,1,58,5
775,2,2,1,5
776,2,2,16,5
777,2,2,43,5
778,2,2,58,5
779,2,3,1,5
780,2,3,16,5
781,2,3,43,5
782,2,3,58,5
783,2,4,1,5
784,2,4,4,5
785,2,4,5,5
786,2,4,6,5
787,2,4,7,5
788,2,4,10,5
789,2,4,11,5
790,2,4,12,5
791,2,4,13,5
792,2,4,16,5
793,2,4,19,5
794,2,4,20,5
795,2,4,21,5
796,2,4,22,5
797,2,4,25,5
798,2,4,26,5
799,2,4,27,5
800,2,4,28,5
801,2,4,31,5
802,2,4,32,5
803,2,4,33,5
804,2,4,34,5
805,2,4,37,5
806,2,4,38,5
807,2,4,39,5
808,2,4,40,5
809,2,4,43,5
810,2,4,46,5
811,2,4,47,5
812,2,4,48,5
813,2,4,49,5
814,2,4,52,5
815,2,4,53,5
816,2,4,54,5
817,2,4,55,5
818,2,4,58,5
819,2,5,1,5
820,2,5,7,5
821,2,5,10,5
822,2,5,28,5
823,2,5,31,5
824,2,5,49,5
825,2,5,52,5
826,2,5,58,5
827,2,6,1,5
828,2,6,7,5
829,2,6,10,5
830,2,6,28,5
831,2,6,31,5
832,2,6,49,5
833,2,6,52,5
834,2,6,58,5
835,2,7,1,5
836,2,7,4,5
837,2,7,7,5
838,2,7,10,5
839,2,7,13,5
840,2,7,14,5
841,2,7,15,5
842,2,7,16,5
843,2,7,17,5
844,2,7,18,5
845,2,7,19,5
846,2,7,22,5
847,2,7,23,5
848,2,7,24,5
849,2,7,25,5
850,2,7,28,5
851,2,7,31,5
852,2,7,34,5
853,2,7,35,5
854,2,7,36,5
855,2,7,37,5
856,2,7,40,5
857,2,7,41,5
858,2,7,42,5
859,2,7,43,5
860,2,7,44,5
861,2,7,45,5
862,2,7,46,5
863,2,7,49,5
864,2,7,52,5
865,2,7,55,5
866,2,7,58,5
867,2,8,1,5
868,2,8,4,5
869,2,8,7,5
870,2,8,10,5
871,2,8,16,5
872,2,8,25,5
873,2,8,34,5
874,2,8,43,5
875,2,8,49,5
876,2,8,52,5
877,2,8,55,5
878,2,8,58,5
879,2,9,1,5
880,2,9,4,5
881,2,9,7,5
882,2,9,10,5
883,2,9,16,5
884,2,9,25,5
885,2,9,34,5
886,2,9,43,5
887,2,9,49,5
888,2,9,52,5
889,2,9,55,5
890,2,9,58,5
891,2,10,1,5
892,2,10,4,5
893,2,10,7,5
894,2,10,10,5
895,2,10,13,5
896,2,10,16,5
897,2,10,19,5
898,2,10,22,5
899,2,10,25,5
900,2,10,26,5
901,2,10,27,5
902,2,10,28,5
903,2,10,29,5
904,2,10,30,5
905,2,10,31,5
906,2,10,32,5
907,2,10,33,5
908,2,10,34,5
909,2,10,37,5
910,2,10,40,5
911,2,10,43,5
912,2,10,46,5
913,2,10,49,5
914,2,10,52,5
915,2,10,55,5
916,2,10,58,5
917,2,11,1,5
918,2,11,4,5
919,2,11,7,5
920,2,11,13,5
921,2,11,19,5
922,2,11,22,5
923,2,11,37,5
924,2,11,40,5
925,2,11,46,5
926,2,11,52,5
927,2,11,55,5
928,2,11,58,5
929,2,12,1,5
930,2,12,4,5
931,2,12,7,5
932,2,12,13,5
933,2,12,19,5
934,2,12,22,5
935,2,12,37,5
936,2,12,40,5
937,2,12,46,5
938,2,12,52,5
939,2,12,55,5
940,2,12,58,5
941,2,13,1,5
942,2,13,4,5
943,2,13,7,5
944,2,13,10,5
945,2,13,13,5
946,2,13,14,5
947,2,13,15,5
948,2,13,16,5
949,2,13,17,5
950,2,13,18,5
951,2,13,19,5
952,2,13,22,5
953,2,13,25,3
954,2,13,26,3
955,2,13,27,3
956,2,13,28,3
957,2,13,29,3
958,2,13,30,3
959,2,13,31,3
960,2,13,32,3
961,2,13,33,3
962,2,13,34,3
963,2,13,37,5
964,2,13,40,5
965,2,13,41,5
966,2,13,42,5
967,2,13,43,5
968,2,13,44,5
969,2,13,45,5
970,2,13,46,5
971,2,13,49,5
972,2,13,52,5
973,2,13,55,5
974,2,13,58,5
975,2,14,1,5
976,2,14,4,5
977,2,14,7,5
978,2,14,10,5
979,2,14,22,5
980,2,14,25,3
981,2,14,26,8
982,2,14,27,8
983,2,14,28,8
984,2,14,29,8
985,2,14,30,8
986,2,14,31,8
987,2,14,32,8
988,2,14,33,8
989,2,14,34,3
990,2,14,37,5
991,2,14,49,5
992,2,14,52,5
993,2,14,55,5
994,2,14,58,5
995,2,15,1,5
996,2,15,4,5
997,2,15,7,5
998,2,15,10,5
999,2,15,22,5
1000,2,15,25,3
1001,2,15,26,8
1002,2,15,27,8
1003,2,15,28,8
1004,2,15,29,8
1005,2,15,30,8
1006,2,15,31,8
1007,2,15,32,8
1008,2,15,33,8
1009,2,15,34,3
1010,2,15,37,5
1011,2,15,49,5
1012,2,15,52,5
1013,2,15,55,5
1014,2,15,58,5
1015,2,16,1,5
1016,2,16,4,5
1017,2,16,7,5
1018,2,16,10,5
1019,2,16,13,5
1020,2,16,14,5
1021,2,16,15,5
1022,2,16,16,5
1023,2,16,19,5
1024,2,16,20,5
1025,2,16,21,5
1026,2,16,22,5
1027,2,16,25,3
1028,2,16,26,8
1029,2,16,27,8
1030,2,16,28,8
1031,2,16,29,8
1032,2,16,30,8
1033,2,16,31,8
1034,2,16,32,8
1035,2,16,33,8
1036,2,16,34,3
1037,2,16,37,5
1038,2,16,38,5
1039,2,16,39,5
1040,2,16,40,5
1041,2,16,43,5
1042,2,16,44,5
1043,2,16,45,5
1044,2,16,46,5
1045,2,16,49,5
1046,2,16,52,5
1047,2,16,55,5
1048,2,16,58,5
1049,2,17,1,5
1050,2,17,10,5
1051,2,17,16,5
1052,2,17,25,3
1053,2,17,26,8
1054,2,17,27,8
1055,2,17,28,8
1056,2,17,29,8
1057,2,17,30,8
1058,2,17,31,8
1059,2,17,32,8
1060,2,17,33,8
1061,2,17,34,3
1062,2,17,43,5
1063,2,17,49,5
1064,2,17,58,5
1065,2,18,1,5
1066,2,18,10,5
1067,2,18,16,5
1068,2,18,25,3
1069,2,18,26,8
1070,2,18,27,8
1071,2,18,28,8
1072,2,18,29,8
1073,2,18,30,8
1074,2,18,31,8
1075,2,18,32,8
1076,2,18,33,8
1077,2,18,34,3
1078,2,18,43,5
1079,2,18,49,5
1080,2,18,58,5
1081,2,19,1,5
1082,2,19,2,5
1083,2,19,3,5
1084,2,19,4,5
1085,2,19,5,5
1086,2,19,6,5
1087,2,19,7,5
1088,2,19,10,5
1089,2,19,11,5
1090,2,19,12,5
1091,2,19,13,5
1092,2,19,16,5
1093,2,19,19,3
1094,2,19,20,3
1095,2,19,21,3
1096,2,19,22,3
1097,2,19,23,3
1098,2,19,24,3
1099,2,19,25,3
1100,2,19,26,8
1101,2,19,27,8
1102,2,19,28,8
1103,2,19,29,8
1104,2,19,30,8
1105,2,19,31,8
1106,2,19,32,8
1107,2,19,33,8
1108,2,19,34,3
1109,2,19,35,3
1110,2,19,36,3
1111,2,19,37,3
1112,2,19,38,3
1113,2,19,39,3
1114,2,19,40,3
1115,2,19,43,5
1116,2,19,46,5
1117,2,19,47,5
1118,2,19,48,5
1119,2,19,49,5
1120,2,19,52,5
1121,2,19,53,5
1122,2,19,54,5
1123,2,19,55,5
1124,2,19,56,5
1125,2,19,57,5
1126,2,19,58,5
1127,2,20,1,5
1128,2,20,13,5
1129,2,20,16,5
1130,2,20,19,3
1131,2,20,20,8
1132,2,20,21,8
1133,2,20,22,8
1134,2,20,23,8
1135,2,20,24,8
1136,2,20,25,8
1137,2,20,26,8
1138,2,20,27,8
1139,2,20,28,8
1140,2,20,29,8
1141,2,20,30,8
1142,2,20,31,8
1143,2,20,32,8
1144,2,20,33,8
1145,2,20,34,8
1146,2,20,35,8
1147,2,20,36,8
1148,2,20,37,8
1149,2,20,38,8
1150,2,20,39,8
1151,2,20,40,3
1152,2,20,43,5
1153,2,20,46,5
1154,2,20,58,5
1155,2,21,1,5
1156,2,21,13,5
1157,2,21,16,5
1158,2,21,19,3
1159,2,21,20,8
1160,2,21,21,8
1161,2,21,22,8
1162,2,21,23,8
1163,2,21,24,8
1164,2,21,25,8
1165,2,21,26,8
1166,2,21,27,8
1167,2,21,28,8
1168,2,21,29,8
1169,2,21,30,8
1170,2,21,31,8
1171,2,21,32,8
1172,2,21,33,8
1173,2,21,34,8
1174,2,21,35,8
1175,2,21,36,8
1176,2,21,37,8
1177,2,21,38,8
1178,2,21,39,8
1179,2,21,40,3
1180,2,21,43,5
1181,2,21,46,5
1182,2,21,58,5
1183,2,22,1,5
1184,2,22,4,5
1185,2,22,7,5
1186,2,22,10,5
1187,2,22,13,5
1188,2,22,16,5
1189,2,22,19,3
1190,2,22,20,8
1191,2,22,21,8
1192,2,22,22,8
1193,2,22,23,8
1194,2,22,24,8
1195,2,22,25,8
1196,2,22,26,8
1197,2,22,27,8
1198,2,22,28,8
1199,2,22,29,8
1200,2,22,30,8
1201,2,22,31,8
1202,2,22,32,8
1203,2,22,33,8
1204,2,22,34,8
1205,2,22,35,8
1206,2,22,36,8
1207,2,22,37,8
1208,2,22,38,8
1209,2,22,39,8
1210,2,22,40,3
1211,2,22,40,3
1212,2,22,43,5
1213,2,22,46,5
1214,2,22,49,5
1215,2,22,52,5
1216,2,22,55,5
1217,2,22,58,5
1218,2,23,1,5
1219,2,23,4,5
1220,2,23,7,5
1221,2,23,10,5
1222,2,23,16,5
1223,2,23,19,3
1224,2,23,20,8
1225,2,23,21,8
1226,2,23,22,8
1227,2,23,23,8
1228,2,23,24,8
1229,2,23,25,8
1230,2,23,26,8
1231,2,23,27,8
1232,2,23,28,8
1233,2,23,29,8
1234,2,23,30,8
1235,2,23,31,8
1236,2,23,32,8
1237,2,23,33,8
1238,2,23,34,8
1239,2,23,35,8
1240,2,23,36,8
1241,2,23,37,8
1242,2,23,38,8
1243,2,23,39,8
1244,2,23,40,3
1245,2,23,43,5
1246,2,23,49,5
1247,2,23,52,5
1248,2,23,55,5
1249,2,23,58,5
1250,2,24,1,5
1251,2,24,4,5
1252,2,24,7,5
1253,2,24,10,5
1254,2,24,16,5
1255,2,24,19,3
1256,2,24,20,8
1257,2,24,21,8
1258,2,24,22,8
1259,2,24,23,8
1260,2,24,24,8
1261,2,24,25,8
1262,2,24,26,8
1263,2,24,27,8
1264,2,24,28,8
1265,2,24,29,8
1266,2,24,30,8
1267,2,24,31,8
1268,2,24,32,8
1269,2,24,33,8
1270,2,24,34,8
1271,2,24,35,8
1272,2,24,36,8
1273,2,24,37,8
1274,2,24,38,8
1275,2,24,39,8
1276,2,24,40,3
1277,2,24,43,5
1278,2,24,49,5
1279,2,24,52,5
1280,2,24,55,5
1281,2,24,58,5
1282,2,25,1,5
1283,2,25,4,5
1284,2,25,7,5
1285,2,25,10,5
1286,2,25,11,5
1287,2,25,12,5
1288,2,25,13,5
1289,2,25,16,5
1290,2,25,19,3
1291,2,25,20,3
1292,2,25,21,3
1293,2,25,22,3
1294,2,25,23,3
1295,2,25,24,3
1296,2,25,25,3
1297,2,25,26,3
1298,2,25,27,3
1299,2,25,28,3
1300,2,25,29,3
1301,2,25,30,3
1302,2,25,31,3
1303,2,25,32,3
1304,2,25,33,3
1305,2,25,34,3
1306,2,25,35,3
1307,2,25,36,3
1308,2,25,37,3
1309,2,25,38,3
1310,2,25,39,3
1311,2,25,40,3
1312,2,25,43,5
1313,2,25,46,5
1314,2,25,47,5
1315,2,25,48,5
1316,2,25,49,5
1317,2,25,52,5
1318,2,25,55,5
1319,2,25,58,5
1320,2,26,1,5
1321,2,26,4,5
1322,2,26,7,5
1323,2,26,13,5
1324,2,26,46,5
1325,2,26,52,5
1326,2,26,55,5
1327,2,26,58,5
1328,2,27,1,5
1329,2,27,4,5
1330,2,27,7,5
1331,2,27,13,5
1332,2,27,46,5
1333,2,27,52,5
1334,2,27,55,5
1335,2,27,58,5
1336,2,28,1,5
1337,2,28,4,5
1338,2,28,7,5
1339,2,28,10,5
1340,2,28,13,5
1341,2,28,16,5
1342,2,28,17,5
1343,2,28,18,5
1344,2,28,19,5
1345,2,28,20,5
1346,2,28,21,5
1347,2,28,22,5
1348,2,28,25,5
1349,2,28,26,5
1350,2,28,27,5
1351,2,28,28,5
1352,2,28,31,5
1353,2,28,32,5
1354,2,28,33,5
1355,2,28,34,5
1356,2,28,37,5
1357,2,28,38,5
1358,2,28,39,5
1359,2,28,40,5
